Price,Date,Close
Ticker,,XLE
2422,2024-08-19,88.17192840576172
2423,2024-08-20,85.84855651855469
2424,2024-08-21,85.99376678466797
2425,2024-08-22,86.21642303466797
2426,2024-08-23,87.50395965576172
2427,2024-08-26,88.28809356689453
2428,2024-08-27,87.4652328491211
2429,2024-08-28,86.90375518798828
2430,2024-08-29,88.03640747070312
2431,2024-08-30,88.36554718017578
2432,2024-09-03,86.16802215576172
2433,2024-09-04,84.97728729248047
2434,2024-09-05,84.31900787353516
2435,2024-09-06,83.2638168334961
2436,2024-09-09,83.86400604248047
2437,2024-09-10,82.42159271240234
2438,2024-09-11,81.65680694580078
2439,2024-09-12,82.39254760742188
2440,2024-09-13,82.85721588134766
2441,2024-09-16,83.8059310913086
2442,2024-09-17,84.93856811523438
2443,2024-09-18,85.1031494140625
2444,2024-09-19,86.11962127685547
2445,2024-09-20,85.9260025024414
2446,2024-09-23,86.98699188232422
2447,2024-09-24,86.77225494384766
2448,2024-09-25,85.07390594482422
2449,2024-09-26,83.40482330322266
2450,2024-09-27,85.10317993164062
2451,2024-09-30,85.6985855102539
2452,2024-10-01,87.65071105957031
2453,2024-10-02,88.54869842529297
2454,2024-10-03,90.11039733886719
2455,2024-10-04,90.94981384277344
2456,2024-10-07,91.27191925048828
2457,2024-10-08,88.89031219482422
2458,2024-10-09,89.42715454101562
2459,2024-10-10,90.03230285644531
2460,2024-10-11,90.58866882324219
2461,2024-10-14,90.54962921142578
2462,2024-10-15,87.63119506835938
2463,2024-10-16,88.05089569091797
2464,2024-10-17,88.47061157226562
2465,2024-10-18,88.17778015136719
2466,2024-10-21,87.91424560546875
2467,2024-10-22,88.11921691894531
2468,2024-10-23,87.66046905517578
2469,2024-10-24,87.65071105957031
2470,2024-10-25,87.62142944335938
2471,2024-10-28,87.06507110595703
2472,2024-10-29,85.73761749267578
2473,2024-10-30,85.93283081054688
2474,2024-10-31,86.46967315673828
2475,2024-11-01,85.92308044433594
2476,2024-11-04,87.42622375488281
2477,2024-11-05,88.01185607910156
2478,2024-11-06,91.32071685791016
2479,2024-11-07,90.9010009765625
2480,2024-11-08,91.50617980957031
2481,2024-11-11,92.02349090576172
2482,2024-11-12,91.53545379638672
2483,2024-11-13,92.24798583984375
2484,2024-11-14,92.599365234375
2485,2024-11-15,92.46271514892578
2486,2024-11-18,93.69255828857422
2487,2024-11-19,93.09715270996094
2488,2024-11-20,94.0341796875
2489,2024-11-21,94.79551696777344
2490,2024-11-22,94.94192504882812
2491,2024-11-25,93.06787872314453
2492,2024-11-26,92.94098663330078
2493,2024-11-27,92.8433837890625
2494,2024-11-29,93.24356842041016
2495,2024-12-02,92.25773620605469
2496,2024-12-03,92.24798583984375
2497,2024-12-04,90.02255249023438
2498,2024-12-05,90.37393188476562
2499,2024-12-06,88.84151458740234
2500,2024-12-09,88.69510650634766
2501,2024-12-10,88.0899429321289
2502,2024-12-11,88.23635864257812
2503,2024-12-12,87.5238265991211
2504,2024-12-13,87.08460235595703
2505,2024-12-16,85.1715087890625
2506,2024-12-17,84.53706359863281
2507,2024-12-18,82.03834533691406
2508,2024-12-19,81.3258056640625
2509,2024-12-20,82.12617492675781
2510,2024-12-23,82.60846710205078
2511,2024-12-24,83.30728149414062
2512,2024-12-26,83.23838806152344
2513,2024-12-27,83.2285385131836
2514,2024-12-30,83.21871185302734
2515,2024-12-31,84.31123352050781
2516,2025-01-02,85.29547882080078
2517,2025-01-03,86.09272766113281
2518,2025-01-06,85.69902038574219
2519,2025-01-07,86.55532836914062
2520,2025-01-08,86.64391326904297
2521,2025-01-10,86.99823760986328
2522,2025-01-13,88.8289566040039
2523,2025-01-14,89.78368377685547
2524,2025-01-15,91.11241912841797
2525,2025-01-16,91.7718734741211
2526,2025-01-17,92.48053741455078
2527,2025-01-21,92.00809478759766
2528,2025-01-22,90.3348617553711
2529,2025-01-23,90.74824523925781
2530,2025-01-24,89.87226104736328
2531,2025-01-27,88.93721771240234
2532,2025-01-28,88.09076690673828
2533,2025-01-29,88.28761291503906
2534,2025-01-30,88.74037170410156
2535,2025-01-31,86.26004791259766
2536,2025-02-03,86.8013916015625
2537,2025-02-04,88.62226104736328
2538,2025-02-05,88.80927276611328
2539,2025-02-06,87.17540740966797
2540,2025-02-07,87.16556549072266
2541,2025-02-10,89.0848617553711
2542,2025-02-11,89.8033676147461
2543,2025-02-12,87.63800811767578
2544,2025-02-13,88.2974624633789
2545,2025-02-14,88.65178680419922
2546,2025-02-18,89.8624267578125
2547,2025-02-19,90.57107543945312
2548,2025-02-20,91.39785766601562
2549,2025-02-21,89.49824523925781
2550,2025-02-24,89.51792907714844
2551,2025-02-25,88.22856140136719
2552,2025-02-26,87.7265853881836
2553,2025-02-27,88.19903564453125
2554,2025-02-28,89.56714630126953
2555,2025-03-03,86.43721771240234
2556,2025-03-04,85.60060119628906
2557,2025-03-05,84.35059356689453
2558,2025-03-06,84.60649871826172
2559,2025-03-07,86.05335235595703
2560,2025-03-10,86.69312286376953
2561,2025-03-11,86.00414276123047
2562,2025-03-12,86.39784240722656
2563,2025-03-13,85.80729675292969
2564,2025-03-14,88.34667205810547
2565,2025-03-17,89.754150390625
2566,2025-03-18,89.90178680419922
2567,2025-03-19,91.36833190917969
2568,2025-03-20,91.70297241210938
2569,2025-03-21,91.0632095336914
2570,2025-03-24,92.10076904296875
2571,2025-03-25,92.47770690917969
2572,2025-03-26,93.02326965332031
2573,2025-03-27,92.12061309814453
2574,2025-03-28,91.68416595458984
2575,2025-03-31,92.69593048095703
2576,2025-04-01,93.24149322509766
2577,2025-04-02,93.37044525146484
2578,2025-04-03,86.04007720947266
2579,2025-04-04,78.12447357177734
2580,2025-04-07,77.61858367919922
2581,2025-04-08,75.82318878173828
2582,2025-04-09,81.69541931152344
2583,2025-04-10,76.35883331298828
2584,2025-04-11,78.25341796875
2585,2025-04-14,78.53115844726562
2586,2025-04-15,78.4121322631836
2587,2025-04-16,79.05687713623047
2588,2025-04-17,80.84236145019531
2589,2025-04-21,78.72954559326172
2590,2025-04-22,80.73324584960938
2591,2025-04-23,80.58445739746094
2592,2025-04-24,81.87397003173828
2593,2025-04-25,81.72517395019531
2594,2025-04-28,82.30049896240234
2595,2025-04-29,82.06243896484375
2596,2025-04-30,79.85042572021484
2597,2025-05-01,80.14801025390625
2598,2025-05-02,81.31848907470703
2599,2025-05-05,79.85042572021484
2600,2025-05-06,79.8702621459961
2601,2025-05-07,79.9000244140625
2602,2025-05-08,80.95146942138672
2603,2025-05-09,81.76485443115234
2604,2025-05-12,83.89750671386719
2605,2025-05-13,85.07789611816406
2606,2025-05-14,84.56209564208984
2607,2025-05-15,84.91919708251953
2608,2025-05-16,84.79024505615234
2609,2025-05-19,83.68920135498047
2610,2025-05-20,82.91548919677734
2611,2025-05-21,81.38792419433594
2612,2025-05-22,81.07050323486328
2613,2025-05-23,81.32839965820312
2614,2025-05-27,82.03266906738281
2615,2025-05-28,80.99114990234375
2616,2025-05-29,81.59622955322266
2617,2025-05-30,80.87211608886719
2618,2025-06-02,81.93347930908203
2619,2025-06-03,82.90557861328125
2620,2025-06-04,81.28872680664062
2621,2025-06-05,81.2093734741211
2622,2025-06-06,82.73695373535156
2623,2025-06-09,82.8956527709961
2624,2025-06-10,84.37362670898438
2625,2025-06-11,85.59371185302734
2626,2025-06-12,85.89128112792969
2627,2025-06-13,87.38909912109375
2628,2025-06-16,87.13119506835938
2629,2025-06-17,87.94458770751953
2630,2025-06-18,87.3692626953125
2631,2025-06-20,88.26200103759766
2632,2025-06-23,86.02999877929688
2633,2025-06-24,84.91000366210938
2634,2025-06-25,84.54000091552734
2635,2025-06-26,85.75
2636,2025-06-27,85.30000305175781
2637,2025-06-30,84.80999755859375
2638,2025-07-01,85.45999908447266
2639,2025-07-02,86.93000030517578
2640,2025-07-03,87.02999877929688
2641,2025-07-07,86.19000244140625
2642,2025-07-08,88.51000213623047
2643,2025-07-09,88.05999755859375
2644,2025-07-10,88.7300033569336
2645,2025-07-11,89.12999725341797
2646,2025-07-14,88.1500015258789
2647,2025-07-15,86.87999725341797
2648,2025-07-16,86.12999725341797
2649,2025-07-17,86.66000366210938
2650,2025-07-18,85.95999908447266
2651,2025-07-21,85.06999969482422
2652,2025-07-22,85.47000122070312
2653,2025-07-23,86.80999755859375
2654,2025-07-24,87.43000030517578
2655,2025-07-25,87.0999984741211
2656,2025-07-28,88.08999633789062
2657,2025-07-29,88.94999694824219
2658,2025-07-30,87.68000030517578
2659,2025-07-31,87.20999908447266
2660,2025-08-01,85.58999633789062
2661,2025-08-04,85.4000015258789
2662,2025-08-05,85.51000213623047
2663,2025-08-06,84.72000122070312
2664,2025-08-07,84.38999938964844
2665,2025-08-08,84.93000030517578
2666,2025-08-11,84.25
2667,2025-08-12,84.66000366210938
2668,2025-08-13,85.63999938964844
2669,2025-08-14,85.55999755859375
2670,2025-08-15,85.55999755859375
2671,2025-08-18,85.05000305175781
2672,2025-08-19,85.08000183105469
